scores_gpt2_standard,0.999006450176239,0.00017233738617505878,0.9992214441299438,0.9998056292533875,0.9998229146003723,0.9996046423912048,0.40637895464897156,0.998816728591919,0.9997764229774475,0.999824583530426
scores_gpt2_explanation,0.9998242259025574,0.9998192191123962,0.9998036026954651,0.9998007416725159,0.9998102784156799,0.9998123049736023,0.9998199343681335,0.962462306022644,0.9998133778572083,0.9998114705085754
scores_gpt2_perplexity,0.487137109041214,0.00021534081315621734,0.0005402090027928352,0.9972437620162964,0.9997981190681458,0.9998199343681335,0.9997958540916443,0.00017224786279257387,0.9998143315315247,0.9998252987861633
scores_gpt2_burstiness,0.9963756203651428,0.998856782913208,0.9998058676719666,0.9997943043708801,0.9887565970420837,0.9998242259025574,0.999811589717865,0.5310500860214233,0.007439868059009314,0.9995191097259521
scores_gpt2_both,0.9998217225074768,0.9864704012870789,0.9684950113296509,0.9964507818222046,0.5843331813812256,0.22658570110797882,0.21956060826778412,0.9998113512992859,0.9992361068725586,0.9998155236244202
scores_gpt2_regen_standard,0.0002722838253248483,0.9997747540473938,0.9732850790023804,0.5953824520111084,0.00019427576626185328,0.9997910857200623,0.000903745589312166,0.0002550377685111016,0.15670904517173767,0.0007832558476366103
scores_gpt2_regen_explanation,0.0001696321996860206,0.008903587237000465,0.0002778216148726642,0.5647000074386597,0.00016947294352576137,0.023311231285333633,0.04527623578906059,0.0001835042203310877,0.9995594620704651,0.00020751039846800268
scores_gpt2_regen_perplexity,0.9955763816833496,0.00029640013235621154,0.00019222236005589366,0.3923889398574829,0.9227262735366821,0.0002142909070244059,0.0011538068065419793,0.0008070074836723506,0.00017502099217381328,0.00017274261335842311
scores_gpt2_regen_burst,0.00026833824813365936,0.005067102145403624,0.0021530594676733017,0.9767798781394958,0.22156091034412384,0.9803596138954163,0.9998247027397156,0.0003354110231157392,0.0010607056319713593,0.0002761795185506344
scores_gpt2_regen_both,0.7020224332809448,0.0002683495113160461,0.0001837815943872556,0.007612462621182203,0.00017163912707474083,0.00019305406021885574,0.0005965681630186737,0.00022847007494419813,0.00019833979604300112,0.00017203661263920367
